,is_fraud,text,norm
311,1,"Думаете, что вы умны? Выиграйте 200 фунтов стерлингов на этой неделе в нашем еженедельном тесте, текстовое ВОСПРОИЗВЕДЕНИЕ на 85222 прямо сейчас!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1,50/неделя","думаете, что вы умны? выиграть 200 фунт стерлинг на этот неделя в наш еженедельный тесте, текстовый воспроизведение на 85222 прямо сейчас!t&cs winnersclub po box 84, m26 3uz. 16+. gbp1,50/неделить"
312,0,"Он говорит, что позвонит мне, когда его друг получит деньги, но что он определенно купит до конца недели.","он говорит, что позвонить мне, когда он друг получить деньги, но что он определённо купить до конец недели."
313,0,"Здравствуйте, как я был с вами сегодня, это нормальный путь и это настоящий я. вы уникальны и я надеюсь, что я знаю вас до конца моей жизни. Надежда, что ты не найдешь, была потеряна.","здравствуйте, как я быть с вы сегодня, это нормальный путь и это настоящий я. вы уникальный и я надеюсь, что я знать вы до конец мой жизни. надежда, что ты не найдешь, быть потеряна."
314,0,Ты сделал мой день. У вас тоже будет отличный день.,ты сделать мой день. у вы тоже быть отличный день.
315,0,"хорошо, вперед, счастливый понгал.","хорошо, вперед, счастливый понгал."
316,0,"Хммм... Полагаю, мы можем пойти на kb и power yoga.Haha, не знаю, мы можем тахан power yoga другой... Спасибо, что отпустил, забыл.","хммм... полагаю, мы мочь пойти на kb и power yoga.haha, не знаю, мы мочь таран power yoga другой... спасибо, что отпустил, забыл."
317,0,"Не совсем чувак, у меня нет друзей, боюсь.","не совсем чувак, у я нет друзей, боюсь."
318,0,"Кофейный пирог, наверное.","кофейный пирог, наверное."
319,0,"Счастливого Рождества тебе, детка, я люблю тебя.","счастливый рождество тебе, детка, я любить тебя."
320,0,Эй... почему бы нам просто не пойти посмотреть на Людей Икс и пообедать... ха-ха.,эй... почему бы мы просто не пойти посмотреть на человек икс и пообедать... ха-ха.
321,0,"не могли бы вы сказать людям, что я буду немного опаздывать, потому что автобусы прошли мимо, потому что они были полны, и я все еще жду в 4 1. Пит x.","не мочь бы вы сказать людям, что я быть немного опаздывать, потому что автобус пройти мимо, потому что они быть полны, и я всё ещё ждать в 4 1. пит x."
322,0,Было бы здорово. Мы будем в Гильдии. Может встретимся на Бристольской дороге или где-нибудь - свяжемся на выходных. Наши планы - летать! Хорошей недели,быть бы здорово. мы быть в гильдии. мочь встретиться на бристольский дорога или где-нибудь - связаться на выходных. наш план - летать! хороший неделя
323,0,"Без проблем, как дела?","без проблем, как дела?"
324,0,Нет звонков..сообщений..пропущенных звонков.,нет звонков..сообщений..пропущенный звонков.
325,0,"Здравствуйте, да:)Как проходит сегодняшнее занятие?","здравствуйте, да:)как проходить сегодняшний занятие?"
326,0,"Я бы сказал, что это хороший знак, но, ну, вы знаете мой послужной список в чтении женщин.","я бы сказал, что это хороший знак, но, ну, вы знать мой послужной список в чтение женщин."
327,0,"Круто, напиши мне, когда будешь припаркован.","круто, написать мне, когда быть припаркован."
328,0,"Я читаю смс, что только что послал тебе, это должно быть шуткой. Так что читайте в этом свете.","я читать смс, что только что послать тебе, это должный быть шуткой. так что читать в это свете."
329,0,"Может быть, я мог бы получить книгу завтра, а затем вернуть ее немедленно ...? Или что-то.","мочь быть, я мочь бы получить книга завтра, а затем вернуть она немедленно ...? или что-то."
330,1,Специальное предложение ко Дню святого Валентина! Выиграйте более 1000 фунтов стерлингов в нашей викторине и отправляйтесь со своим партнером в путешествие на всю жизнь! Отправьте GO на 83600 сейчас. Получено 150p/msg. CustCare:08718720201.,специальный предложение к день святой валентина! выиграть более 1000 фунт стерлинг в наш викторин и отправляться с свой партнёр в путешествие на весь жизнь! отправить go на 83600 сейчас. получить 150p/msg. custcare:08718720201.
331,0,"Та-Даааааа! Я дома, детка, ты еще не спишь ?","та-ааааааа! я дома, детка, ты ещё не спать ?"
332,0,Так почему ты раньше не ужинал?,так почему ты ранний не ужинал?
333,0,Просто спит...и занимается серфингом.,просто спит...ь заниматься серфингом.
334,0,ты правильно меня называешь? Позвони мне по телефону...,ты правильно я называешь? позвонить я по телефону...
335,0,"Хорошо, большое спасибо.","хорошо, большой спасибо."
336,0,"Я так понимаю, что пост уже пришел! У вас должны быть тысячи текстов сейчас! Приятного чтения. Мой любимый от wiv hello caroline в конце. Благослови его","я так понимаю, что пост уже пришел! у вы должный быть тысяча текст сейчас! приятный чтения. мой любимый от wiv hello caroline в конце. благословить он"
337,0,Где ты прятал незнакомца?,где ты прятать незнакомца?
338,0,Мне не интересно это делать.,я не интересно это делать.
339,0,Моя сестра вчера расчистила два раунда в бирле мягкой.,мой сестра вчера расчистить два раунд в биржа мягкой.
340,0,Спокойной ночи...возьми...тренируйся.,спокойный ночи...возьми...тренируйся.
341,0,"я только что видел твою почту. Если Хуймин не прислал тебе мой номер, это мой номер.","я только что видеть твой почту. если хунмина не прислать ты мой номер, это мой номер."
342,0,Небольшая проблема престижа.,небольшой проблема престижа.
343,0,"Просто проверяю, как ты. Очень скучаю по Иеремии. Пусть будет прекрасный месяц.","просто проверяю, как ты. очень скучать по премии. пусть быть прекрасный месяц."
344,0,"Ничем не могу помочь, у меня никогда не было iPhone.","ничто не мочь помочь, у я никогда не быть iphone."
345,0,"Если тебя не будет в моей машине через полтора часа, я пойду на хер.","если ты не быть в мой машина через полтора часа, я пойти на хер."
346,0,"СЕГОДНЯ день извинений! Если я когда-либо сердился на тебя, если я когда-либо плохо себя вел или причинил тебе боль? пожалуйста, ПРОСТО ДАЙ СЕБЕ ПОЩЕЧИНУ, потому что это твоя вина, я в основном ХОРОШ.","сегодня день извинений! если я когда-либо сердиться на тебя, если я когда-либо плохо себя вести или причинить ты боль? пожалуйста, росто ай она пощечину, потому что это твой вина, я в основное хор."
347,0,"Ребята, вы когда-нибудь выясняли, сколько нам нужно алкоголя? Мы с Джеем пытаемся выяснить, сколько мы можем безопасно потратить на травку.","ребята, вы когда-нибудь выясняли, сколько мы нужно алкоголя? мы с джей пытаться выяснить, сколько мы мочь безопасно потратить на травку."
348,0,&lt;#&gt; ISH MINUTES WAS five MINUTES AGO. WTF.,&lt;#&gt; ish minutes was five minutes ago. wtf.
349,0,"Спасибо за звонок. Забыл сказать Happy Onam вам Sirji. Я здесь в порядке и вспомнил вас, когда встретил страхового человека. Встречайте вас в Катаре Insha Allah.Rakhesh, ex Tata AIG, который присоединился к TISSCO,Tayseer.","спасибо за звонок. забыть сказать happy onam вы sirji. я здесь в порядок и вспомнить вас, когда встретить страховой человека. встречать вы в катар insha allah.rakhesh, ex tata aig, который присоединиться к tissco,tayseer."
350,1,Поздравляем вас с получением 500 CD ваучеров или 125gift Guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,поздравлять вы с получение 500 cd ваучер или 125gift guaranteed & free entry 2 100 wkly draw txt music to 87066 tncs www.ldew.com1win150ppmx3age16
351,1,"у вас есть денежный баланс в настоящее время 500 INR - чтобы максимизировать ваши наличные деньги, отправьте НАЛИЧНЫЕ на 86688 только 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL","у вы есть денежный баланс в настоящий время 500 inr - чтобы максимизировать ваш наличный деньги, отправить личный на 86688 только 150p/msg. cc: 08708800282 hg/suite342/2lands row/w1j6hl"
352,0,"Я актер. Когда я работаю, я работаю по вечерам и сплю допоздна. Так как я безработный в данный момент, я ВСЕГДА сплю допоздна. Когда вы безработный, каждый день - суббота.","я актер. когда я работаю, я работать по вечер и спать допоздна. так как я безработный в данный момент, я всегда спать допоздна. когда вы безработный, каждый день - суббота."
353,0,"Здравствуйте! Только что приехал, Сент-Эндрюс-Мальчик это долгий путь! Я буду держать вас в курсе.","здравствуйте! только что приехал, сент-эндрюс-мальчик это долгий путь! я быть держать вы в курсе."
354,0,"Ха-ха, круто, круто, чикку, чикку.","ха-ха, круто, круто, читку, читку."
355,0,"О, хорошо, нет проб..","о, хорошо, нет проб.."
356,0,Проверьте состояние Одри прямо сейчас.,проверить состояние одри прямо сейчас.
357,0,"Пытаюсь закончить к Новому году. Я с нетерпением жду, наконец, встречи с вами.","пытаться закончить к новый году. я с нетерпение жду, наконец, встреча с вами."
358,0,"Добрый день, солнышко! Как рассветает этот день ? Освежились ли мы и счастливы ли мы быть живыми? Мы дышим воздухом и улыбаемся ? Я думаю о тебе, моя любовь ... Как всегда","добрый день, солнышко! как рассветать этот день ? светиться ли мы и счастливый ли мы быть живыми? мы дышать воздух и улыбаться ? я думать о тебе, мой любовь ... как всегда"
359,0,"Ну, я знаю, что Z позаботится обо мне. Так что не беспокойтесь.","ну, я знаю, что z позаботиться о мне. так что не беспокойтесь."
360,0,"Круто, напиши мне, когда будешь готов.","круто, написать мне, когда быть готов."
361,0,"Привет, мой мальчик. Боже, я уже скучаю по тебе, и я только что проснулся. Хотел бы я, чтобы ты была здесь, в постели со мной, обнимая меня. Я люблю тебя ...","привет, мой мальчик. боже, я уже скучать по тебе, и я только что проснулся. хотеть бы я, чтобы ты быть здесь, в постель с мной, обнимать меня. я любить ты ..."
362,0,Я буду портить тебя и в постели.,я быть портить ты и в постели.
363,0,"Я иду в баню, напишу вам в следующий  &lt;#&gt;  мин..","я идти в баню, написать вы в следующий &lt;#&gt; мин.."
364,0,"Я не могу продолжать разговаривать с людьми, если не уверен, что смогу заплатить им, если они согласятся на цену. Поэтому, пожалуйста, скажите мне, что вы действительно хотите купить и сколько вы готовы заплатить.","я не мочь продолжать разговаривать с людьми, если не уверен, что смочь заплатить им, если они согласиться на цену. поэтому, пожалуйста, сказать мне, что вы действительно хотеть купить и сколько вы готовый заплатить."
365,1,"Спасибо за ваш заказ рингтона, ссылка T91. С вас будет взиматься 4 фунта стерлингов в неделю. Вы можете отказаться от подписки в любое время, позвонив в службу поддержки клиентов по телефону 09057039994.","спасибо за ваш заказ рингтона, ссылка t91. с вы быть взиматься 4 фунт стерлинг в неделю. вы мочь отказаться от подписка в любой время, позвонить в служба поддержка клиент по телефон 09057039994."
366,0,"Вы можете сказать, что произошло.","вы мочь сказать, что произошло."
367,0,Ты мог бы меня увидеть...Я не узнал тебя.,ты мочь бы я увидеть...ть не узнать тебя.
368,0,"Ну, в Линдси не так много всего происходит на Новый год *вздохи* Некоторые бары в Ptbo и синяя цапля что-то происходит","ну, в линдсить не так много весь происходить на новый год *вздохи* некоторый бар в ptbo и синий цапля что-то происходить"
369,0,"Держите мою пайасам там, если Рину принесет.","держать мой пайса там, если рина принесет."
370,0,"Я учил, что Ранджит сэр звонил мне. Только смс такие. Потому что он проверяет проект. Прабу сказал сегодня, чтобы только не ошибался.","я учил, что бандит сэр звонить мне. только смс такие. потому что он проверять проект. право сказать сегодня, чтобы только не ошибался."
371,0,"Наверное, поэтому ты беспокоишься. Вы должны знать, что есть способ, которым тело самовосстанавливается. И я уверен, что тебе не стоит волноваться. Мы будем делать это медленно. Сначала тесты, они будут направлять, когда ваша овуляция затем просто расслабиться. Ничего из того, что вы сказали, не является поводом для беспокойства, но я буду продолжать следить за вами.","наверное, поэтому ты беспокоишься. вы должный знать, что есть способ, который тело самовосстанавливается. и я уверен, что ты не стоить волноваться. мы быть делать это медленно. сначала тесты, они быть направлять, когда ваш овуляция затем просто расслабиться. ничего из того, что вы сказали, не являться повод для беспокойства, но я быть продолжать следить за вами."
372,0,"Да, конечно, дай мне пару минут, чтобы отследить мой бумажник.","да, конечно, дать я пара минут, чтобы отследить мой бумажник."
373,0,"Эй, оставь это. Ничего страшного. Береги себя.","эй, оставить это. ничего страшного. беречь себя."
374,0,"Эй, я опоздаю ах... Встретимся в 945+.","эй, я опоздать ах... встретиться в 945+."
375,1,"Двойные минуты и текстовые сообщения в течение шести месяцев БЕСПЛАТНО Bluetooth на Orange. Доступно на телефонах Sony, Nokia Motorola. Позвоните MobileUpd8 по телефону 08000839402 или call2optout/N9DX","двойной минута и текстовый сообщение в течение шесть месяц бесплатно bluetooth на orange. доступно на телефон sony, nokia motorola. позвонить mobileupd8 по телефон 08000839402 или call2optout/n9dx"
376,0,Мистеру Сове потребовалось три облизывания.,мистер сова потребоваться три облизывания.
377,0,"Клиентское место, я позвоню вам.","клиентский место, я позвонить вам."
378,0,"Это значит, что ты не любишь веселья.","это значит, что ты не любить веселья."
379,1,"четыре месяца половина цены Оранжевая линия прокат и последние телефоны камеры 4 БЕСПЛАТНО. Ваш телефон был 11-метровым ? Позвоните MobilesDirect бесплатно по телефону 08000938767, чтобы обновить сейчас.","четыре месяц половина цена оранжевый линия прокат и последний телефон камера 4 бесплатно. ваш телефон быть 11-метровый ? позвонить mobilesdirect бесплатно по телефон 08000938767, чтобы обновить сейчас."
380,0,"Да, у меня сейчас обед в буфете. Ты уже ешь?","да, у я сейчас обед в буфете. ты уже ешь?"
381,0,Так поздно... на ужин?,так поздно... на ужин?
382,0,"Эй, так это сидел мы собираемся только для вводного пилатеса? Или кикбоксинг тоже?","эй, так это сидеть мы собираться только для вводный пилатеса? или кикбоксинг тоже?"
383,0,Утром только я могу.,утром только я могу.
384,0,"Да, я так думаю. Я нахожусь в офисе, но мой круг находится в комнате, я думаю, что это в течение последних нескольких дней. Я не закрывал его.","да, я так думаю. я находиться в офисе, но мой круг находиться в комнате, я думаю, что это в течение последний несколько дней. я не закрывать его."
385,0,Забрать тебя в 7.30? Который час и что происходит?,забрать ты в 7.30? который час и что происходит?
386,0,Отсюда после Награда за производительность рассчитывается каждые два месяца .Не за текущий период в один месяц.,отсюда после награда за производительность рассчитываться каждый два месяц .не за текущий период в один месяц.
387,0,"На самом деле спал и все еще спал, когда ты перезвонил. Так что текст - это здорово. Сестра-рок, я пришлю тебе смс, когда проснусь.","на сам дело спасть и всё ещё спал, когда ты перезвонил. так что текст - это здорово. сестра-рок, я прислать ты смс, когда проснусь."
388,0,"Вы всегда вкладываете туда свой бизнес. Ты выкладываешь фотографии своей задницы в фейсбук. Ты один из самых открытых людей, которых я когда-либо встречал. Почему я думаю, что фотография вашей комнаты причинит вам боль, заставит вас чувствовать себя оскорбленным.","вы всегда вкладывать туда свой бизнес. ты выкладывать фотография свой задница в фейсбук. ты один из самый открытый людей, который я когда-либо встречал. почему я думаю, что фотография ваш комната причинить вы боль, заставить вы чувствовать себя оскорбленным."
389,0,"Добрый вечер, сэр, Al Salam Wahleykkum.sharing радостная новость. По милости Божьей, я получил предложение от Tayseer, TISSCO и я присоединился. Надеюсь, вы в порядке .Иншах Аллах,встретьте вас когда-нибудь .Рахеш,посетитель из Индии.","добрый вечер, сэр, al salam wahleykkum.sharing радостный новость. по милость божьей, я получить предложение от tayseer, tissco и я присоединился. надеюсь, вы в порядок .ниша аллах,встрести вы когда-нибудь .хеш,посетитель из индии."
390,0,Хммм...хорошо...но я хочу быстро изменить поле да:-)я хочу получить системного администратора или сетевого администратора..,хммм...хорошо...ный я хотеть быстро изменить поле да:-)ть хотеть получить системный администратор или сетевой администратора..
391,0,"Дорогой, как Чечи. Ты говорил с ней.","дорогой, как речи. ты говорить с ней."
392,0,Крем для волос не поставлялся.,крем для волос не поставлялся.
393,0,"Ничего из этого не происходит, пока вы не доберетесь сюда.","ничего из это не происходит, пока вы не добраться сюда."
394,0,"Да, великое рождественское дерево локсахатчи &lt;#&gt;  начнется через час.","да, великое рождественский дерево локсахатч &lt;#&gt; начаться через час."
395,0,"Ха-ха, привык ездить к полезному человеку, я знаю много забивающих камнями.","ха-ха, привыкнуть ездить к полезный человеку, я знать много забивать камнями."
396,0,"Все было хорошо до слегка катастрофического класса в этот вечер с моими любимыми любимцами! Надеюсь на выходной, хорошо. Кофе был бы хорош, так как не может остаться допоздна завтра. То же время + место, как всегда?","всё быть хорошо до слегка катастрофический класс в этот вечер с мой любимый любимцами! надеяться на выходной, хорошо. кофе быть бы хорош, так как не мочь остаться допоздна завтра. то же время + место, как всегда?"
397,0,Здравствуйте! Хорошая неделя? Хотите выпить или что-то еще?,здравствуйте! хороший неделя? хотеть выпить или что-то еще?
398,0,"потому что я хочу, чтобы это было твоим делом.","потому что я хочу, чтобы это быть твой делом."
399,0,"Оки... Я тоже пойду Ян Цзю... Мы можем пропустить ard oso, пойти cine den go mrt one, бла-бла-бла...","оки... я тоже пойти ян цзю... мы мочь пропустить ard oso, пойти cine den go mrt one, бла-бла-бла..."
400,0,Привези домой Венди.,привезти домой венди.
401,0,Что там наверху? Ты не хочешь спать?,что там наверху? ты не хотеть спать?
402,0,Теперь у меня новая цель.,теперь у я новый цель.
403,1,БЕСПЛАТНЫЙ вход в наш £ 250 еженедельный конкурс просто текст слово ВЫИГРАТЬ 80086 СЕЙЧАС. 18 T & C www.txttowin.co.uk,бесплатный вход в наш £ 250 еженедельный конкурс просто текст слово играть 80086 сейчас. 18 t & c www.txttowin.co.uk
404,0,"Хорошо, я выйду через несколько минут, напишу мне, где тебя встретить","хорошо, я выйти через несколько минут, написать мне, где ты встретить"
405,1,"Отправьте логотип своему возлюбленному - два имени, соединенные сердцем. Текстовое ИМЯ ЛЮБВИ1 ИМЯ2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 без рекламы 150p","отправить логотип свой возлюбить - два имени, соединить сердцем. текстовый имя любви1 имя2 mobno eg love adam eve 07123456789 to 87077 yahoo! pobox36504w45wq txtno 4 без реклама 150p"
406,0,"Да,с прошлой недели я принимаю звонок в прямом эфире.","да,с прошлый неделя я принимать звонок в прямой эфире."
407,1,"Кто-то связался с нашей службой знакомств и вошел в ваш телефон, потому что вы им нравитесь! Узнать, кто это звонит со стационарного телефона 09111032124 . PoBox12n146tf150p","кто-то связаться с наш служба знакомство и войти в ваш телефон, потому что вы они нравитесь! узнать, кто это звонить с стационарный телефон 09111032124 . pobox12n146tf150p"
408,0,Шива в хостеле aha:-.,шив в хостел aha:-.
409,0,Отправьте это своим друзьям и получите что-то о вашем голосе..... Как мое говорящее выражение? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.full of attitude 6.romantic 7.shy 8.Attractive 9.funny &lt;#&gt; .irritating  &lt;#&gt; .lovable. ответьте мне..,отправить это свой друг и получить что-то о ваш голосе..... как мой говорящий выражение? 1.childish 2.naughty 3.sentiment 4.rowdy 5.full of attitude 6.romantic 7.shy 8.attractive 9.funny &lt;#&gt; .irritating &lt;#&gt; .lovable. ответить мне..
410,0,"Хорошо, с ней все будет в порядке.","хорошо, с она всё быть в порядке."
411,0,аати..где ты дорогая..,анти..где ты дорогая..
412,0,Боль при мочеиспускании есть?,боль при мочеиспускание есть?
413,0,"семь на эспланаде.. Не возражаете подвезти меня, потому что у меня сегодня нет машины..","семь на эспланаде.. не возражать подвезти меня, потому что у я сегодня нет машины.."
414,0,Я хочу купить автомобиль BMW срочно..его очень срочно .Но есть нехватка &lt;#&gt; Lacs.there нет источника аргумента расстояние AMT. &lt;#&gt; Lacs..это моя проблема.,я хотеть купить автомобиль bmw срочно..ий очень срочно .но есть нехватка &lt;#&gt; lacs.there нет источник аргумент расстояние amt. &lt;#&gt; lacs..этый мой проблема.
415,0,Дома смотрят телевизор.,дом смотреть телевизор.
416,0,"Ей обычно требуется пятнадцать минут, чтобы ответить на вопрос «да» или «нет»","она обычно требоваться пятнадцать минут, чтобы ответить на вопрос «да» или «нет»"
417,1,Забронировали билет на Понгал?,забронировать билет на понгал?
418,1,Вы свободны сейчас? Я как раз вокруг Хиллсборо и  &lt;#&gt; го,вы свободный сейчас? я как раз вокруг хиллсборо и &lt;#&gt; го
419,0,Отправленное сообщение запрашивает  &lt;#&gt; долларов. Должен ли я платить  &lt;#&gt;  или  &lt;#&gt; ?,отправить сообщение запрашивать &lt;#&gt; долларов. должный ли я платить &lt;#&gt; или &lt;#&gt; ?
420,0,"Спроси Джи или Йоури, я уже десять раз рассказывал эту историю.","спросить джи или йоури, я уже десять раз рассказывать этот историю."
421,0,"Сколько, блядь, пчелы трахают?","сколько, блядь, пчела трахают?"
422,0,"Здравствуйте, надеюсь, что вы получили это сообщение~путешествие не было хорошим,теперь примерно на 50 минут позже, я думаю.","здравствуйте, надеюсь, что вы получить это сообщение~путешествие не быть хорошим,теперить примерно на 50 минута позже, я думаю."
423,0,Но я должен. Мне нравится любить и устраивать.,но я должен. я нравиться любить и устраивать.
424,0,Да..он действительно большой.. Бхаджисказал Каллис лучший игрок в крикет после сачина в мире:).Очень трудно выйти.,да..он действительно большой.. бхаджисказать каллиса хороший игрок в крикет после зачин в мире:).очень трудно выйти.
425,0,Вы должны были разбудить меня &gt.,вы должный быть разбудить я &gt.
426,0,"Ой... Я тоже его видела, но я думала, что он меня не видел... Я нашла группу Ляо...","ой... я тоже он видела, но я думала, что он я не видел... я найти группа ляо..."
427,0,"ЭЙ, ЭЙ, МЫ ЛЮДИ MONKEES ГОВОРЯТ, МЫ MONKEYAROUND! КАК ДЕЛА, КРАСАВИЦА? КОЛБАСА FOUNDURSELF A JOBYET?LOVE JEN XXX","э, э, м человек monkees говорят, м monkeyaround! ак дела, красавица? колбаса foundurself a jobyet?love jen xxx"
428,0,"Извините, моя батарея разрядилась, я могу зайти, но пока я получаю только грамм, где ваше место?","извините, мой батарея разрядилась, я мочь зайти, но пока я получать только грамм, где ваш место?"
429,0,"Молодец, черт возьми, упражнения, да, я вроде как помню, что бы это было, хм.","молодец, черта возьми, упражнения, да, я вроде как помню, что бы это было, хм."
430,0,"Я не стану концентрироваться, дорогой, ты знаешь, что ты мой ум и все такое :-)","я не стать концентрироваться, дорогой, ты знаешь, что ты мой ум и всё такой :-)"
431,0,ЛОЛ ... у тебя есть планы на новый год?,ол ... у ты есть план на новый год?
432,0,"десять минут спустя, хорошо.","десять минута спустя, хорошо."
433,0,хэнкс много!,бэнкс много!
434,0,"Спасибо за надежду, что у вас сегодня был хороший день.","спасибо за надежду, что у вы сегодня быть хороший день."
435,0,"ок, какие детали вы хотите перенести? номер счета достаточно?","ок, какой деталь вы хотеть перенести? номер счёт достаточно?"
436,0,"Хорошо, я скажу ей держаться подальше. Да, это было тяжело, но мы надеемся, что ситуация улучшится в этом месяце.","хорошо, я сказать она держаться подальше. да, это быть тяжело, но мы надеемся, что ситуация улучшиться в это месяце."
437,0,"Я думаю, что лучше сделать эти трюфели из орео.","я думаю, что хороший сделать этот трюфель из орех."
438,0,"ПОСМОТРИ НА ЭМИ УРЕ, КРАСИВУЮ, УМНУЮ ЖЕНЩИНУ, И ТЫ МНЕ ОЧЕНЬ НРАВИШЬСЯ. Я ЗНАЮ, ЧТО Я ТЕБЕ НЕ НРАВЛЮСЬ, ТАК ЧТО НЕ ВОЛНУЙСЯ.","смотреть на ми уре, красивую, мять женщину, и то не очень нравишься. я на, то я она на нравлюсь, так то на волнуйся."
439,0,"Я надеюсь, что это результат того, что вы всегда умны и добры. Начните спрашивать его о ссылках на практикум и держите уши открытыми и все самое лучшее.","я надеюсь, что это результат того, что вы всегда умный и добры. начать спрашивать он о ссылка на практикум и держать ухо открытый и всё самый лучшее."
440,0,"что стоимость звонка. Который, я думаю, неплохой. Мисс вы, нужно вам, хочу вас, люблю вас","что стоимость звонка. который, я думаю, неплохой. мисс вы, нужно вам, хотеть вас, любить вы"
441,0,"Проходя через совсем другое чувство. колеблющиеся решения и справляться с тем же - это то же самое individual.time исцелит все, во что я верю.","проходить через совсем другой чувство. колебаться решение и справляться с тем же - это то же самый individual.time исцелить все, в что я верю."
442,0,"Куда ты пошла? Мой телефон умрет, если ты останешься здесь.","куда ты пошла? мой телефон умрет, если ты остаться здесь."
443,0,"Извините, я позвоню позже, хорошо, пока.","извините, я позвонить позже, хорошо, пока."
444,0,"Хорошо, я на пути к железной дороге.","хорошо, я на путь к железный дороге."
445,0,"Они не кладут эти вещи на дороги, чтобы они не стали скользкими?","они не класть этот вещь на дороги, чтобы они не стать скользкими?"
446,0,Когда вы собираетесь ехать на велосипеде?,когда вы собираться ехать на велосипеде?
447,0,"Да, не нужно. Я подожду, пока дождь прекратится.","да, не нужно. я подожду, пока дождь прекратится."
448,0,Есть много компаний. Скажи мне язык.,есть много компаний. сказать я язык.
449,1,"ok mail: Уважаемый Дэйв, это ваше последнее уведомление о получении вашего 4* Tenerife Holiday или ДЕНЕЖНОГО вознаграждения #5000! Позвоните по номеру 09061743806 со стационарного телефона.","ok mail: уважаемый дэйв, это ваш последний уведомление о получение ваш 4* tenerife holiday или денежный вознаграждение #5000! позвонить по номер 09061743806 с стационарный телефона."
